"BehaviorSpace results (NetLogo 6.0.4)"
"ibc/ibc_com_corrected_all_review.nlogo"
"experiment_patches_allsmall"
"05/12/2022 20:41:26:885 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","100","0","100"
"[run number]","perc_small","size_small","bold_prob","[step]","ticks","spec_num","count turtles with [species = 0]","count turtles with [species = 1]","count turtles with [species = 2]","count turtles with [species = 3]","count turtles with [species = 4]","count turtles with [species = 5]","count turtles with [species = 6]","count turtles with [species = 7]","count turtles with [species = 8]","count turtles with [species = 9]","mean [mass] of turtles","sum [mass] of turtles","mean [hrsize] of turtles","mean [forage_small] of turtles with [species = 0]","mean [forage_small] of turtles with [species = 1]","mean [forage_small] of turtles with [species = 2]","mean [forage_small] of turtles with [species = 3]","mean [forage_small] of turtles with [species = 4]","mean [forage_small] of turtles with [species = 5]","mean [forage_small] of turtles with [species = 6]","mean [forage_small] of turtles with [species = 7]","mean [forage_small] of turtles with [species = 8]","mean [forage_small] of turtles with [species = 9]","count turtles with [core = 1 and species = 0]","count turtles with [core = 1 and species = 1]","count turtles with [core = 1 and species = 2]","count turtles with [core = 1 and species = 3]","count turtles with [core = 1 and species = 4]","count turtles with [core = 1 and species = 5]","count turtles with [core = 1 and species = 6]","count turtles with [core = 1 and species = 7]","count turtles with [core = 1 and species = 8]","count turtles with [core = 1 and species = 9]","count turtles with [core = 2 and species = 0]","count turtles with [core = 2 and species = 1]","count turtles with [core = 2 and species = 2]","count turtles with [core = 2 and species = 3]","count turtles with [core = 2 and species = 4]","count turtles with [core = 2 and species = 5]","count turtles with [core = 2 and species = 6]","count turtles with [core = 2 and species = 7]","count turtles with [core = 2 and species = 8]","count turtles with [core = 2 and species = 9]","count turtles with [ss-use and species = 0]","count turtles with [ss-use and species = 1]","count turtles with [ss-use and species = 2]","count turtles with [ss-use and species = 3]","count turtles with [ss-use and species = 4]","count turtles with [ss-use and species = 5]","count turtles with [ss-use and species = 6]","count turtles with [ss-use and species = 7]","count turtles with [ss-use and species = 8]","count turtles with [ss-use and species = 9]"
"430","0.3","1","0.15","5783","5783","4","110","0","17","0","0","0","0","0","12","149","0.0628846978914328","18.110792992732648","5.688438932621193","0","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.16666666666666666","0.5973154362416108","110","0","17","0","0","0","0","0","12","149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"417","0.3","1","0.1","10950","10950","5","90","124","132","0","23","0","0","45","0","0","0.0291051283515306","12.049523137533669","3.5830946516857454","0","0.04032258064516129","0.10606060606060606","<RuntimePrimitiveException>","0.34782608695652173","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.3333333333333333","<RuntimePrimitiveException>","<RuntimePrimitiveException>","90","124","132","0","23","0","0","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"410","0.3","1","0.1","10553","10553","4","0","338","54","0","11","0","0","0","17","0","0.024607112414592874","10.334987214129008","3.7108750199716116","<RuntimePrimitiveException>","0.03550295857988166","0.12962962962962962","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.23529411764705882","<RuntimePrimitiveException>","0","338","54","0","11","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"418","0.3","1","0.1","10950","10950","5","394","80","0","0","4","0","0","41","9","0","0.01850405782499203","9.770142531595791","2.1952127575130107","0.005076142131979695","0.0125","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.04878048780487805","0","<RuntimePrimitiveException>","394","80","0","0","4","0","0","41","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"424","0.3","1","0.15","8940","8940","4","154","52","0","0","7","0","0","152","0","0","0.04217269912050406","15.393035178983983","3.863013698630137","0","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.4276315789473684","<RuntimePrimitiveException>","<RuntimePrimitiveException>","154","52","0","0","7","0","0","152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"427","0.3","1","0.15","6685","6685","4","27","0","0","0","0","0","0","14","94","92","0.08668422547228614","19.677319182208954","7.451057847034552","0.14814814814814814","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.5","0.7872340425531915","0.5760869565217391","27","0","0","0","0","0","0","14","94","92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"416","0.3","1","0.1","10437","10437","4","36","3","9","0","0","0","0","0","187","0","0.07590116249166565","17.83677318554143","6.059574468085106","0","0","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.45989304812834225","<RuntimePrimitiveException>","36","3","9","0","0","0","0","0","187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"431","0.3","1","0.15","7173","7173","4","34","44","0","0","0","0","0","190","0","13","0.06456213908836578","18.141961083830783","6.480894330285578","0.029411764705882353","0.022727272727272728","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.7210526315789474","<RuntimePrimitiveException>","0.15384615384615385","34","44","0","0","0","0","0","190","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"434","0.3","1","0.15","5197","5197","4","230","0","0","11","0","148","28","0","0","0","0.03266938971980847","13.623135513160133","3.461979782841392","0.034782608695652174","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.5454545454545454","<RuntimePrimitiveException>","0.40540540540540543","0.42857142857142855","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","230","0","0","11","0","148","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"420","0.3","1","0.1","10950","10950","5","51","73","4","0","0","0","27","0","134","0","0.056686608116813815","16.382429745759193","4.228373702422146","0.0196078431372549","0.0136986301369863","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.037037037037037035","<RuntimePrimitiveException>","0.13432835820895522","<RuntimePrimitiveException>","51","73","4","0","0","0","27","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"402","0.3","1","0.1","10187","10187","4","93","45","0","0","0","0","128","0","48","0","0.04895861028950506","15.373003630904588","4.235668789808917","0.043010752688172046","0.08888888888888889","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.1640625","<RuntimePrimitiveException>","0.2916666666666667","<RuntimePrimitiveException>","93","45","0","0","0","0","128","0","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"440","0.3","1","0.15","4387","4387","4","131","45","0","0","0","37","0","0","129","0","0.04643534699743684","15.880888673123398","4.413841452621972","0.007633587786259542","0.022222222222222223","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.1891891891891892","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.35658914728682173","<RuntimePrimitiveException>","131","45","0","0","0","37","0","0","129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"443","0.3","1","0.25","3603","3603","4","0","4","5","0","0","0","1","0","216","0","0.09125138000544084","20.62281188122963","8.55503417882845","<RuntimePrimitiveException>","0","0.4","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","1.0787037037037037","<RuntimePrimitiveException>","0","4","5","0","0","0","1","0","216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"442","0.3","1","0.25","3446","3446","4","0","0","0","0","1","0","0","19","20","164","0.10171077878463845","20.748998872066245","9.16155436222043","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.6842105263157895","0.4","0.9207317073170732","0","0","0","0","1","0","0","19","20","164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"444","0.3","1","0.25","4594","4594","4","233","120","0","0","0","0","0","0","63","28","0.02966192980913562","13.169896835256216","3.3063063063063063","0.004291845493562232","0.03333333333333333","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.2222222222222222","0.21428571428571427","233","120","0","0","0","0","0","0","63","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"447","0.3","1","0.25","3751","3751","4","37","0","0","1","0","9","0","0","199","0","0.07984237267526983","19.64122367811638","7.344835879954759","0.05405405405405406","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","0.2222222222222222","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.7336683417085427","<RuntimePrimitiveException>","37","0","0","1","0","9","0","0","199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"435","0.3","1","0.15","7367","7367","4","27","184","0","0","0","0","0","60","71","0","0.04462612375373491","15.262134323777339","4.56140350877193","0.037037037037037035","0.09782608695652174","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.5333333333333333","0.11267605633802817","<RuntimePrimitiveException>","27","184","0","0","0","0","0","60","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"449","0.3","1","0.25","3982","3982","4","0","229","49","0","0","0","0","0","24","50","0.038454918290801506","13.536131238362131","4.7331293289680865","<RuntimePrimitiveException>","0.056768558951965066","0.04081632653061224","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.25","0.42","0","229","49","0","0","0","0","0","24","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"439","0.3","1","0.15","6585","6585","4","220","0","0","0","0","4","0","29","0","110","0.0445149468048858","16.158925690173543","4.230910884145653","0.022727272727272728","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2","<RuntimePrimitiveException>","0.7241379310344828","<RuntimePrimitiveException>","0.6636363636363637","220","0","0","0","0","4","0","29","0","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"446","0.3","1","0.25","4824","4824","4","0","143","0","0","0","9","0","26","118","0","0.0565697093399282","16.744633964618746","6.255543631713321","<RuntimePrimitiveException>","0.027972027972027972","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.6666666666666666","<RuntimePrimitiveException>","0.7692307692307693","0.7203389830508474","<RuntimePrimitiveException>","0","143","0","0","0","9","0","26","118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"429","0.3","1","0.15","10950","10950","6","48","26","0","10","0","4","95","0","95","0","0.06258104664273602","17.397530966680613","5.811646952427988","0.041666666666666664","0.07692307692307693","<RuntimePrimitiveException>","0.1","<RuntimePrimitiveException>","0.25","0.30526315789473685","<RuntimePrimitiveException>","0.7578947368421053","<RuntimePrimitiveException>","48","26","0","10","0","4","95","0","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"437","0.3","1","0.15","7203","7203","4","73","43","0","0","0","0","0","0","91","72","0.06246912267490842","17.42888522629945","4.645161290322581","0","0.023255813953488372","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.14285714285714285","0.3194444444444444","73","43","0","0","0","0","0","0","91","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"438","0.3","1","0.15","7212","7212","4","72","41","204","0","0","0","67","0","0","0","0.031932636014454625","12.262132229550577","4.408288421710555","0.013888888888888888","0.12195121951219512","0.14705882352941177","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.2835820895522388","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","72","41","204","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"450","0.3","1","0.25","4032","4032","4","81","0","0","0","0","0","11","3","0","169","0.07466360321400567","19.711191248497496","7.104675831919945","0.04938271604938271","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.6363636363636364","0","<RuntimePrimitiveException>","1.0532544378698225","81","0","0","0","0","0","11","3","0","169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"452","0.3","1","0.25","4099","4099","4","117","197","117","0","0","0","0","19","0","0","0.022583326929011084","10.162497118054988","3.732170355455743","0.05128205128205128","0.09644670050761421","0.11965811965811966","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.15789473684210525","<RuntimePrimitiveException>","<RuntimePrimitiveException>","117","197","117","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"436","0.3","1","0.15","9450","9450","4","109","0","166","0","0","0","27","0","65","0","0.03878956309875317","14.235769657242415","4.4791407426589664","0.01834862385321101","<RuntimePrimitiveException>","0.18072289156626506","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.07407407407407407","<RuntimePrimitiveException>","0.5692307692307692","<RuntimePrimitiveException>","109","0","166","0","0","0","27","0","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"448","0.3","1","0.25","5545","5545","4","124","62","0","0","0","0","0","31","0","114","0.050403354534640135","16.683510350965886","4.787884461764141","0","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.7741935483870968","<RuntimePrimitiveException>","1.0175438596491229","124","62","0","0","0","0","0","31","0","114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"441","0.3","1","0.25","7606","7606","4","30","24","0","0","0","0","0","15","0","177","0.07994794651453034","19.667194842574464","7.170765807461963","0.03333333333333333","0.08333333333333333","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.5333333333333333","<RuntimePrimitiveException>","0.7175141242937854","30","24","0","0","0","0","0","15","0","177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"433","0.3","1","0.15","10950","10950","5","21","111","114","23","0","100","0","0","0","0","0.035286020818703585","13.020541682101623","4.453706396413734","0.047619047619047616","0.07207207207207207","0.12280701754385964","0","<RuntimePrimitiveException>","0.3","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","21","111","114","23","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"445","0.3","1","0.25","7422","7422","4","108","0","15","0","0","0","0","21","155","0","0.05919037560459169","17.697922305772916","5.500707245529132","0.009259259259259259","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.6666666666666666","0.6258064516129033","<RuntimePrimitiveException>","108","0","15","0","0","0","0","21","155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"468","0.3","1","0.5","2069","2069","4","78","0","0","0","0","0","0","11","25","154","0.07661494274375061","20.53280465532516","6.766872002619419","0.01282051282051282","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.36363636363636365","0.4","1.0454545454545454","78","0","0","0","0","0","0","11","25","154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"458","0.3","1","0.25","3682","3682","4","52","42","0","0","0","13","0","0","172","0","0.06505653954489347","18.15077453302528","5.78494623655914","0","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.3076923076923077","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.5930232558139535","<RuntimePrimitiveException>","52","42","0","0","0","13","0","0","172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"465","0.3","1","0.5","2870","2870","4","57","20","0","0","0","0","0","0","60","124","0.07391773948693094","19.292530006088974","6.520108643508136","0","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.31666666666666665","0.5241935483870968","57","20","0","0","0","0","0","0","60","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"464","0.3","1","0.5","3342","3342","4","0","50","0","0","0","0","24","29","153","0","0.07547791169664132","19.32234539434018","7.074422845888611","<RuntimePrimitiveException>","0.1","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.16666666666666666","1.5172413793103448","0.6535947712418301","<RuntimePrimitiveException>","0","50","0","0","0","0","24","29","153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
